tweet
"أصدر الاتحاد المصري للاسكواش ، برئاسة عاصم خليفة، بيانا رسمياً يعلن فيه تأجيل اختبارات تصفيات اللاعبين لاختيار عناصر المنتخب الوطني.
"
يعتمد الفريق الكروى للزمالك على عدد من الناشئين الذى سيتم تصعيدهم فى الأيام القادمة من أجل الإستعانة بهم فى مباريات كأس الرابطة والتى يستهلها الفريق الأبيض بمواجهة البنك الأهلى
طمأن خالد عيد، المدير الفني لفريق الترسانة، الجماهير على حالته الصحية بعد تعرضه لوعكة صحية أثناء مران الشواكيش.
يخضع محمد فاروق، لاعب نادي فيوتشر، لفحوصات طبية للوقوف على حجم إصابته وتحديد البرنامج العلاجي.
"أعلنت رابطة اللاعبين المحترفين للاسكواش ""PSA"" التصنيف العالمى الجديد للاعبين خلال شهر مارس الجارى، وحافظ مصطفى عسل لاعب النادي الأهلي على صدارة التصنيف.
"
يعتبر طارق سليمان، مدرب حراس الأهلي والمنتخب الأوليمبى السابق، ومدرب المقاولون العرب حالياً، واحداً من أبرز نجوم ومدربي حراسة المرمى في الكرة المصرية.
يلتقى فريق سيراميكا فى الخامسة مساء اليوم الثلاثاء، مع سموحة على استاد عثمان أحمد عثمان بالجبل الأخضر، فى إطار منافسات دور الـ16 من كأس رابطة الأندية المحترفة.
"رزق محمد عواد، حارس مرمى الزمالك، اليوم الثلاثاء، بابنه داوود.
"
"يعكف الدكتور إيهاب على، مستشار التغذية لفريق الكرة بالنادى الأهلى، على تحديد البرنامج الغذائى الخاص بالفريق خلال شهر رمضان الكريم.

"
"أعلنت رابطة اللاعبين المحترفين للاسكواش ""PSA"" التصنيف العالمى الجديد للاعبات خلال شهر مارس الجارى، و حافظت نوران جوهر لاعبة وادى دجلة على صدارة تصنيف السيدات.
"
طلقت اليوم، الاثنين، بطولة الدوري المصري لكرة القدم لقصار القامة - كرة الصالات للموسم الرياضي 2022 - 2023، بصالة ذوى الهمم بمركز شباب الجزيرة.
يحل الفريق الأول لكرة القدم بنادي فاركو ضيفًا على نظيره الاتحاد السكندري اليوم، الاثنين، فى السابعة مساءً، باستاد الإسكندرية، فى دور الـ 16 من كأس رابطة الأندية.
"وليد سليمان نجم النادى الأهلى السابق له الحق فى الحصول على الرخصة A ولم تتم مجاملته.

"
"وافق نادى مصر المقاصة على بيع لاعبه حسين الشحات للعين الإماراتى فى مثل هذا اليوم 20 مارس 2018 فى صفقة وصلت لـ55 مليون جنيه مصرى.
"
"قرر مجلس إدارة نادى الاتحاد السكندرى التعاقد مع الأمريكى دومينيك لتدعيم فريق كرة السلة، على أن يتم استبداله بمواطنه كيندال.

"
"كشف الإعلامى أحمد شوبير أن النادى الأهلى يجهز قرار الاعتذار عن عدم المشاركة فى كأس رابطة الأندية المحترفة.
"
"توجه عمر كمال عبد الواحد، لاعب فريق فيوتشر، صباح اليوم الاثنين، إلى قطر، للخضوع لبرنامج تأهيلي خاص بأحد المراكز الطبية، للتعافي من إصابة القطع الجزئي فى غضروف الركبة.
"
"احتفل عبد الحميد بسيونى المدير الفني للأخضر الليبى بالفوز الكبير الذى حققه فريقه على ميلانو يونايتد الجنوب أفريقي برباعية مقابل هدف في بطولة الكونفدرالية.
"
يتصدر نادى لافيينا، بقيادة جورج جاليدى، ترتيب مجموعة الصعيد فى القسم الثانى برصيد 47 نقطة بفارق الأهداف عن فريق بترول أسيوط والجونة أصحاب المركزين الثانى والثالث.
"كشف الإعلامى أحمد شوبير أن مسئولى هيئة استاد القاهرة أخطروا الأهلى بالموافقة على استضافة مباراة الهلال السودانى فى الجولة الأخيرة من دور المجموعات.
"
حدد البرتغالى روى فيتوريا المدير الفنى لمنتخب مصر الأول، 26 مارس الجارى موعداً للسفر إلى مالاوى لخوض مباراة الإياب المحدد لها 28 من نفس الشهر
يدخل منتخب مصر الأول، بقيادة روى فيتوريا، معسكراً مغلقاً اليوم بالقاهرة استعداداً لخوض مباراتى مالاوي يومى 24 و28 مارس الجاري.
"فتح مسؤولو النادي المصري باب المفاوضات الودية مع نظرائهم بنادي إنبي لإتمام ضم زياد كمال لاعب الفريق البترولي المعار إلى النادي المصري.
"
سمح الجهاز الفني للمنتخب الأولمبي لكرة القدم، بقيادة البرازيلى روجيريو ميكالى، لوسائل الإعلام، بحضور 15 دقيقة من مران اليوم الإثنين، استعدادا لمواجهة زامبيا الأربعاء المقبل..
تقام اليوم، الاثنين، مباراتان فى إطار منافسات دور الـ16 من بطولة كأس رابطة الأندية المحترفة المصرية.
اقترب محمود متولى مدافع النادى الاهلى من العودة للتدريبات الجماعية لفريقه، بعدما نفذ برنامج العلاج الطبيعي والتأهيلي بعد معاناته من إصابة فى العضلة الخلفية.
تقام اليوم، الاثنين، مباراتان فى إطار منافسات دور الـ16 من بطولة كأس رابطة الأندية المحترفة المصرية، بين غزل المحلة والإسماعيلى، والاتحاد السكندرى مع فاركو.
"يلتقى فريق الاتحاد السكندرى فى السابعة مساء اليوم الاثنين، مع فريق فاركو على استاد الإسكندرية، فى ديربى إسكندرانى خالص صعب التكهن بنتيجته نظرا لاقتراب المستوى بينهما.
"
"تقام فى الثالث عصر اليوم الاثنين، 5 مواجهات نارية فى إطار منافسات الجولة الثالثة والعشرين من مجموعة الصعيد فى دورى القسم الثانى.
"
كشف الدكتور جمال محمد على، رئيس لجنة المدربين باتحاد الكرة، أنه تم وضع عدد من المعايير لاختيار المدربين للعمل فى المنتخبات الوطنية خلال الفترة المقبلة.
يترقب أيمن أشرف، مدافع النادى الاهلى، حصوله على الفرصة فى مباريات المارد الأحمر المقبلة من عدمها، لحسم موقفه مع النادى بنهاية الموسم الجاري.
وأرسلت إدارة النادي الاهلى خطاباً إلى رابطة الأندية المصرية المحترفة لكرة القدم، تطلب فيه تأجيل مباراة الأهلي فى كأس الرابطة التي تقام خلال فترة توقف الدوري.
"أعلنت رابطة اللاعبين المحترفين للاسكواش ""PSA"" جدول منافسات بطولة أوبتاسيا، المقرر إقامتها فى لندن غداً الثلاثاء.

"
" تأهل الزمالك إلى دور الـ8  بكاس رابطة الاندية سيجعله يواجه الفائز من مباراة سيراميكا وسموحة، وفي نصف النهائى الفائز من مباراة الاتحاد السكندري وفاركو مع الفائز من مباراة بيراميدز وإنبي
"
يعكف الدكتور إيهاب على، مستشار التغذية لفريق الكرة بالنادي الأهلي، على تحديد البرنامج الغذائى الخاص بالفريق خلال شهر رمضان الكريم..
يخوض فريق الداخلية، تحت قيادة المدير الفني علاء عبد العال، مباراة ودية اليوم الإثنين، أمام فريق الشباب تحت 21 سنة..
يتصدر فريق طنطا، بقيادة عمرو أنور، ترتيب مجموعة بحرى والإسكندرية فى القسم الثانى برصيد 40 نقطة، متفوقا بالأهداف عن فريق جمهورية شبين..
قرر الجهاز الفني للمنتخب الأولمبي لكرة القدم، بقيادة البرازيلى ميكالى المدير الفني، فتح التدريب، اليوم الإثنين، لمدة 15 دقيقة..
أكد أسامة خليل، المتحدث الرسمى لنادى الإسماعيلى، أن هناك من يصطاد فى الماء العكر للتأثير على مسيرة الإسماعيلى..
حصد فريق الجمباز بالنادي الأهلي تحت 11 سنة ناشئات، 47 ميدالية متنوعة، في منافسات بطولة الجمهورية، والتي اختتمت فعالياتها الأحد..
أكد خالد لطيف، أمين صندوق الزمالك، أنه تم تأجيل اجتماع مجلس الإدارة كى يتمكن جميع الأعضاء من الحضور..
كشف محمد عودة، المدير الفني لفريق الهلال الليبي، أنه تولى تدريب الفريق الليبي بعدما لعبوا 4 مباريات فقط في الدوري الليبي..
شهدت الرياضة المصرية اليوم الأحد 19 / 3 / 2023 العديد من الأحداث المهمة، أبرزها اعتذار أسامة نبيه، مدرب عام نادى الزمالك..
شهدت الرياضة المصرية اليوم الأحد 19 / 3 / 2023 العديد من الأحداث المهمة، على رأسها فتح الأهلى ملف التجديد لحسين الشحات، لاعب الفريق..
يناقش مجلس إدارة نادي الزمالك جميع الحلول المقترحة بشأن الجهاز الفني لفريق الكرة الأول، بقيادة البرتغالي جوسفالدو فيريرا..
"يتواجد فى القاهرة بعد أيام قليلة، الخبير الهولندى ""رانى دى جروت"" كبير كشافى نادى آيندهوفين الهولندى، بنهاية شهر مارس الجارى.."
وجه أحمد أيوب، المدير الفنى لفريق حرس الحدود، الشكر للاعبين على الصعود لدور الثمانية من كأس الرابطة بعد الفوز على المقاولون العرب في ثمن النهائي..
